length,size,delta_fitness_mean,delta_fitness_std,delta_fitness_min,delta_fitness_max,delta_fitness_sum,delta_min_hamming_mean,delta_min_hamming_std,delta_min_hamming_min,delta_min_hamming_max,delta_min_hamming_sum,delta_avg_hamming_mean,delta_avg_hamming_std,delta_avg_hamming_min,delta_avg_hamming_max,delta_avg_hamming_sum,delta_collision_pairs_radius1_mean,delta_collision_pairs_radius1_std,delta_collision_pairs_radius1_min,delta_collision_pairs_radius1_max,delta_collision_pairs_radius1_sum,proposed_better_fitness_mean,proposed_better_fitness_std,proposed_better_fitness_min,proposed_better_fitness_max,proposed_better_fitness_sum
12,64,0.0011542551680181034,0.0008454059810722066,-0.0001999733762083622,0.002271567954101439,0.011542551680181035,0.0,0.0,0,0,0,0.014880952380953438,0.0054387844587958315,0.0029761904761897995,0.022321428571428825,0.14880952380953438,0.0,0.0,0,0,0,0.9,0.31622776601683794,0,1,9
12,128,0.33249761011567125,0.0008943842474233536,0.3310039421668738,0.3336691575453936,3.3249761011567123,1.0,0.0,1,1,10,0.005241141732283694,0.003945627730104573,-0.0008612204724407491,0.009596456692916533,0.05241141732283694,0.0,0.0,0,0,0,1.0,0.0,1,1,10
