length,size,method,fitness_mean,fitness_std,fitness_min,fitness_max,min_hamming_mean,min_hamming_std,min_hamming_min,min_hamming_max,avg_hamming_mean,avg_hamming_std,avg_hamming_min,avg_hamming_max,collision_pairs_radius1_mean,collision_pairs_radius1_std,collision_pairs_radius1_min,collision_pairs_radius1_max,duplicate_count_mean,duplicate_count_std,duplicate_count_min,duplicate_count_max,kmer_entropy_mean,kmer_entropy_std,kmer_entropy_min,kmer_entropy_max,valid_gc_fraction_mean,valid_gc_fraction_std,valid_gc_fraction_min,valid_gc_fraction_max,valid_hp_fraction_mean,valid_hp_fraction_std,valid_hp_fraction_min,valid_hp_fraction_max,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_min,runtime_seconds_max,candidate_pool_runtime_seconds_mean,candidate_pool_runtime_seconds_std,candidate_pool_runtime_seconds_min,candidate_pool_runtime_seconds_max,total_runtime_seconds_mean,total_runtime_seconds_std,total_runtime_seconds_min,total_runtime_seconds_max
12,64,ABC-only,3.255776383912812,0.000576583921964884,3.255079302518703,3.256784250242067,6.0,0.0,6,6,9.118650793650792,0.002653756963986208,9.115575396825395,9.123511904761903,0.0,0.0,0,0,0.0,0.0,0,0,0.9917776355504925,0.0013274565685858675,0.989986647365448,0.9941405904312248,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,13.05372850894928,0.33162554449508247,12.814192533493042,13.90883469581604,,,,,13.05372850894928,0.33162554449508247,12.814192533493042,13.90883469581604
12,64,Proposed,3.2569306390808306,0.0004932761809470094,3.2561897846901102,3.2576802756558476,6.0,0.0,6,6,9.133531746031746,0.005571869157071792,9.120039682539682,9.13888888888889,0.0,0.0,0,0,0.0,0.0,0,0,0.99160598715637,0.0010603412829384806,0.9900204055835694,0.9932871386132822,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,38.874490761756896,1.9240687186000278,35.96267580986023,41.28391122817993,83.74824490547181,2.8237395093923396,81.82973432540894,91.27594375610352,122.6227356672287,3.7849220263675694,119.13671588897705,132.55985498428345
12,128,ABC-only,2.9194377821788495,0.00027677120558192863,2.918903882842261,2.9198083101108416,5.0,0.0,5,5,9.059867125984251,0.0018342286524922243,9.057455708661417,9.0625,0.0,0.0,0,0,0.0,0.0,0,0,0.9955643766936572,0.0005036186255410778,0.9947549441622122,0.9962562199592164,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,48.86345112323761,0.8717436031832142,47.96172499656677,50.49199891090393,,,,,48.86345112323761,0.8717436031832142,47.96172499656677,50.49199891090393
12,128,Proposed,3.251935392294521,0.00084691554186344,3.250428353049116,3.253177448502046,6.0,0.0,6,6,9.065108267716536,0.0027491108746889904,9.061146653543307,9.06865157480315,0.0,0.0,0,0,0.0,0.0,0,0,0.9930194066362855,0.0016265728338482719,0.9906655971743471,0.9960612618334884,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,157.92011799812317,6.834247106288091,141.50214219093323,165.22632026672363,85.45239326953887,1.6855377871286583,83.94308567047119,88.70681691169739,243.37251126766205,7.0853948495183685,226.28408241271973,249.32292246818542
