length,size,method,fitness_mean,fitness_std,fitness_min,fitness_max,min_hamming_mean,min_hamming_std,min_hamming_min,min_hamming_max,avg_hamming_mean,avg_hamming_std,avg_hamming_min,avg_hamming_max,collision_pairs_radius1_mean,collision_pairs_radius1_std,collision_pairs_radius1_min,collision_pairs_radius1_max,duplicate_count_mean,duplicate_count_std,duplicate_count_min,duplicate_count_max,kmer_entropy_mean,kmer_entropy_std,kmer_entropy_min,kmer_entropy_max,valid_gc_fraction_mean,valid_gc_fraction_std,valid_gc_fraction_min,valid_gc_fraction_max,valid_hp_fraction_mean,valid_hp_fraction_std,valid_hp_fraction_min,valid_hp_fraction_max,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_min,runtime_seconds_max,seed_pool_runtime_seconds_mean,seed_pool_runtime_seconds_std,seed_pool_runtime_seconds_min,seed_pool_runtime_seconds_max,total_runtime_seconds_mean,total_runtime_seconds_std,total_runtime_seconds_min,total_runtime_seconds_max
12,64,ABC-only,3.255776383912812,0.000576583921964884,3.255079302518703,3.256784250242067,6.0,0.0,6.0,6.0,9.118650793650792,0.002653756963986208,9.115575396825395,9.123511904761903,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,64,Proposed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.874490761756896,1.9240687186000278,35.96267580986023,41.28391122817993,,,,,,,,
12,128,ABC-only,2.9194377821788495,0.00027677120558192863,2.918903882842261,2.9198083101108416,5.0,0.0,5.0,5.0,9.059867125984251,0.0018342286524922243,9.057455708661417,9.0625,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,128,Proposed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.92011799812317,6.834247106288091,141.50214219093323,165.22632026672363,,,,,,,,
