length,size,delta_fitness_mean,delta_fitness_std,delta_fitness_min,delta_fitness_max,delta_fitness_sum,delta_min_hamming_mean,delta_min_hamming_std,delta_min_hamming_min,delta_min_hamming_max,delta_min_hamming_sum,delta_avg_hamming_mean,delta_avg_hamming_std,delta_avg_hamming_min,delta_avg_hamming_max,delta_avg_hamming_sum,delta_collision_pairs_radius1_mean,delta_collision_pairs_radius1_std,delta_collision_pairs_radius1_min,delta_collision_pairs_radius1_max,delta_collision_pairs_radius1_sum,proposed_better_fitness_mean,proposed_better_fitness_std,proposed_better_fitness_min,proposed_better_fitness_max,proposed_better_fitness_sum
16,256,0.24958832551918717,0.00043170126585773567,0.24909797795099298,0.24991118733143347,0.7487649765575615,1.0,0.0,1,1,3,0.005279820261437844,0.0012412185134180428,0.0038909313725490335,0.006280637254901578,0.01583946078431353,0.0,0.0,0,0,0,1.0,0.0,1,1,3
