length,size,method,fitness_mean,fitness_std,fitness_min,fitness_max,min_hamming_mean,min_hamming_std,min_hamming_min,min_hamming_max,avg_hamming_mean,avg_hamming_std,avg_hamming_min,avg_hamming_max,collision_pairs_radius1_mean,collision_pairs_radius1_std,collision_pairs_radius1_min,collision_pairs_radius1_max,duplicate_count_mean,duplicate_count_std,duplicate_count_min,duplicate_count_max,kmer_entropy_mean,kmer_entropy_std,kmer_entropy_min,kmer_entropy_max,valid_gc_fraction_mean,valid_gc_fraction_std,valid_gc_fraction_min,valid_gc_fraction_max,valid_hp_fraction_mean,valid_hp_fraction_std,valid_hp_fraction_min,valid_hp_fraction_max,abc_runtime_seconds_mean,abc_runtime_seconds_std,abc_runtime_seconds_min,abc_runtime_seconds_max,candidate_pool_runtime_seconds_mean,candidate_pool_runtime_seconds_std,candidate_pool_runtime_seconds_min,candidate_pool_runtime_seconds_max,total_runtime_seconds_mean,total_runtime_seconds_std,total_runtime_seconds_min,total_runtime_seconds_max
16,256,ABC-only,3.0013021971638474,7.891331605486633e-05,3.001211307376966,3.001353263127585,7.0,0.0,7,7,12.041104983660132,0.001263330218090698,12.040104166666667,12.042524509803922,0.0,0.0,0,0,0.0,0.0,0,0,0.997466271370179,0.00011468246491260395,0.9973909625296798,0.9975982576602576,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,248.15560372670492,12.806161930623976,238.9897632598877,262.7878179550171,,,,,248.15560372670492,12.806161930623976,238.9897632598877,262.7878179550171
16,256,Proposed,3.2508905226830347,0.000390222705377044,3.2504399989379844,3.2511224947083996,8.0,0.0,8,8,12.046384803921569,3.063725490193292e-05,12.046354166666667,12.046415441176471,0.0,0.0,0,0,0.0,0.0,0,0,0.9959829448758734,0.0007771647486524145,0.9950857270426358,0.9964468889266035,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1130.4919538497925,18.975195088928018,1117.5709536075592,1152.277069568634,1016.0927155017853,26.269580482956254,989.8508965969086,1042.3899698257446,2146.5846693515778,44.30123644246796,2107.421850204468,2194.6670393943787
